smoothed;3
(;s;o; ;w;i;t;h;a;b;e;n;g;d;u;);c;l;m;p;f;r;k;y;v;j;z;x;q;.;,;é;#
e ;0.000012;0.070171;0.064236;0.002461;0.081146;0.090543;0.147313;0.032901;0.109525;0.047150;0.019336;0.022739;0.027696;0.030452;0.010115;0.000412;0.034479;0.025636;0.032218;0.036363;0.028709;0.026825;0.007760;0.035857;0.005452;0.008278;0.000094;0.000047;0.001931;0.000024;0.000094;0.000012;0.000012
ew;0.000503;0.153421;0.010563;0.553823;0.000503;0.038732;0.002515;0.046781;0.018612;0.000503;0.052817;0.002515;0.000503;0.002515;0.000503;0.096076;0.001509;0.000503;0.001006;0.006036;0.001006;0.003018;0.000503;0.001006;0.000503;0.000503;0.000503;0.000503;0.000503;0.000503;0.000503;0.000503;0.000503
ei;0.000411;0.039885;0.000411;0.001234;0.000411;0.000411;0.076069;0.000411;0.001234;0.000411;0.000411;0.360197;0.067845;0.004934;0.000411;0.000411;0.000411;0.009868;0.009457;0.001234;0.000822;0.402549;0.000411;0.000411;0.016447;0.000411;0.000411;0.000411;0.000411;0.000411;0.000411;0.000411;0.000411
et;0.000123;0.098254;0.006394;0.304968;0.035785;0.049188;0.143261;0.186301;0.017216;0.002582;0.058903;0.001107;0.000123;0.000123;0.003812;0.044638;0.006026;0.001353;0.000246;0.000738;0.000861;0.005657;0.000123;0.030743;0.000123;0.000123;0.000492;0.000123;0.000123;0.000123;0.000123;0.000123;0.000123
eh;0.003175;0.003175;0.336508;0.009524;0.003175;0.203175;0.012698;0.003175;0.279365;0.003175;0.041270;0.003175;0.003175;0.003175;0.009524;0.006349;0.003175;0.003175;0.019048;0.003175;0.003175;0.006349;0.003175;0.006349;0.003175;0.003175;0.003175;0.003175;0.003175;0.003175;0.003175;0.003175;0.003175
ea;0.000059;0.079068;0.000059;0.023127;0.000117;0.000059;0.076426;0.215015;0.000059;0.002113;0.000059;0.120451;0.003874;0.057995;0.007044;0.003405;0.040209;0.160542;0.014088;0.003933;0.000235;0.156903;0.025945;0.000059;0.008687;0.000059;0.000059;0.000059;0.000059;0.000059;0.000059;0.000059;0.000059
eb;0.001471;0.036765;0.426471;0.051471;0.001471;0.005882;0.005882;0.001471;0.251471;0.007353;0.047059;0.001471;0.001471;0.004412;0.017647;0.005882;0.005882;0.007353;0.001471;0.001471;0.001471;0.086765;0.001471;0.013235;0.001471;0.001471;0.001471;0.001471;0.001471;0.001471;0.001471;0.001471;0.001471
ee;0.000144;0.011401;0.000289;0.223409;0.001588;0.014721;0.050224;0.000289;0.001010;0.000144;0.000289;0.210709;0.000144;0.131909;0.000144;0.029586;0.059460;0.071872;0.065233;0.054265;0.001010;0.021360;0.044307;0.000577;0.000866;0.000289;0.003319;0.000144;0.000722;0.000144;0.000144;0.000144;0.000144
en;0.000049;0.044566;0.012684;0.324551;0.000049;0.020667;0.314756;0.000588;0.009550;0.000294;0.043783;0.007003;0.011607;0.079485;0.003967;0.048141;0.059014;0.005044;0.001665;0.000049;0.002645;0.001420;0.000049;0.000931;0.004457;0.002400;0.000294;0.000049;0.000049;0.000049;0.000049;0.000049;0.000049
eg;0.000823;0.003292;0.044444;0.009053;0.005761;0.176132;0.000823;0.000823;0.208230;0.000823;0.253498;0.005761;0.032922;0.000823;0.103704;0.004115;0.000823;0.013992;0.009053;0.000823;0.000823;0.094650;0.000823;0.020576;0.000823;0.000823;0.000823;0.000823;0.000823;0.000823;0.000823;0.000823;0.000823
ed;0.000087;0.010989;0.022501;0.728589;0.000611;0.066283;0.000087;0.000087;0.002529;0.000262;0.015437;0.000959;0.010291;0.001919;0.017356;0.106053;0.000349;0.001483;0.001919;0.000087;0.000174;0.001221;0.000087;0.009855;0.000087;0.000087;0.000087;0.000087;0.000087;0.000087;0.000087;0.000087;0.000087
eu;0.003236;0.012945;0.003236;0.022654;0.003236;0.003236;0.080906;0.003236;0.003236;0.226537;0.003236;0.016181;0.009709;0.032362;0.003236;0.006472;0.003236;0.006472;0.032362;0.032362;0.003236;0.440129;0.003236;0.003236;0.003236;0.003236;0.003236;0.016181;0.003236;0.003236;0.003236;0.003236;0.003236
e);0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303
ec;0.000137;0.000274;0.107226;0.002879;0.000137;0.075278;0.237899;0.078157;0.379131;0.000137;0.054299;0.000137;0.000137;0.000411;0.025093;0.000274;0.000960;0.006033;0.000137;0.000137;0.000137;0.012066;0.017003;0.000686;0.000137;0.000137;0.000137;0.000137;0.000137;0.000137;0.000137;0.000137;0.000137
el;0.000118;0.052943;0.014450;0.083264;0.000118;0.129456;0.018122;0.000118;0.031505;0.000118;0.066919;0.000118;0.000592;0.012910;0.001421;0.011252;0.014924;0.334715;0.001066;0.027478;0.072841;0.000237;0.000118;0.103044;0.021201;0.000118;0.000118;0.000118;0.000118;0.000118;0.000118;0.000118;0.000118
em;0.000215;0.111183;0.080371;0.313079;0.000215;0.073691;0.000215;0.000215;0.058177;0.081232;0.174962;0.000431;0.000215;0.000215;0.001077;0.044172;0.000431;0.000646;0.003017;0.046542;0.000215;0.000215;0.000215;0.007111;0.000215;0.000215;0.000215;0.000215;0.000215;0.000215;0.000215;0.000215;0.000215
ep;0.000582;0.033178;0.137951;0.139697;0.000582;0.049476;0.183353;0.019790;0.093714;0.001164;0.077416;0.000582;0.000582;0.001746;0.097206;0.032596;0.000582;0.030850;0.001746;0.006985;0.000582;0.082654;0.000582;0.001164;0.000582;0.000582;0.000582;0.000582;0.000582;0.000582;0.000582;0.000582;0.000582
ef;0.000418;0.025084;0.255853;0.035953;0.000418;0.102007;0.248328;0.000418;0.006689;0.000418;0.120819;0.000418;0.000418;0.000418;0.071488;0.007525;0.000836;0.023411;0.000418;0.000418;0.086120;0.007107;0.000418;0.000836;0.000418;0.000418;0.000418;0.000418;0.000418;0.000418;0.000418;0.000418;0.000418
er;0.000031;0.104846;0.006710;0.234700;0.002175;0.032246;0.027431;0.002858;0.039515;0.001336;0.325878;0.033520;0.004505;0.001864;0.000466;0.040789;0.007300;0.002796;0.011463;0.002019;0.006648;0.007207;0.001491;0.079124;0.022771;0.000093;0.000031;0.000031;0.000031;0.000031;0.000031;0.000031;0.000031
ek;0.002710;0.246612;0.002710;0.476965;0.002710;0.029810;0.002710;0.002710;0.002710;0.002710;0.102981;0.008130;0.002710;0.008130;0.002710;0.056911;0.002710;0.002710;0.002710;0.002710;0.002710;0.002710;0.002710;0.002710;0.002710;0.002710;0.002710;0.002710;0.002710;0.002710;0.002710;0.002710;0.002710
ey;0.000200;0.005007;0.009213;0.627879;0.000200;0.000401;0.000200;0.000601;0.000200;0.000601;0.015221;0.003004;0.000401;0.006209;0.000200;0.099139;0.000200;0.010014;0.000601;0.000200;0.000401;0.189065;0.000200;0.000200;0.028840;0.000200;0.000200;0.000200;0.000200;0.000200;0.000200;0.000200;0.000200
ev;0.000171;0.000682;0.026432;0.000341;0.000171;0.053206;0.000171;0.000171;0.021146;0.000171;0.893247;0.000171;0.000171;0.000171;0.000341;0.000171;0.000171;0.000341;0.000171;0.000171;0.000171;0.000171;0.000171;0.000171;0.000171;0.000171;0.000171;0.000171;0.000171;0.000171;0.000171;0.000171;0.000171
ej;0.010638;0.010638;0.031915;0.010638;0.010638;0.021277;0.010638;0.010638;0.042553;0.010638;0.287234;0.010638;0.010638;0.010638;0.319149;0.010638;0.010638;0.010638;0.010638;0.010638;0.010638;0.010638;0.010638;0.010638;0.010638;0.010638;0.010638;0.010638;0.010638;0.010638;0.010638;0.010638;0.010638
ez;0.013158;0.013158;0.026316;0.039474;0.013158;0.131579;0.013158;0.013158;0.105263;0.052632;0.171053;0.013158;0.013158;0.013158;0.065789;0.026316;0.013158;0.013158;0.013158;0.013158;0.026316;0.052632;0.013158;0.013158;0.013158;0.013158;0.013158;0.013158;0.013158;0.013158;0.013158;0.013158;0.013158
ex;0.000453;0.000906;0.002264;0.051630;0.000453;0.091486;0.173460;0.008152;0.216486;0.000453;0.033062;0.000453;0.000453;0.000453;0.050725;0.010870;0.097373;0.000906;0.000453;0.250906;0.000453;0.000453;0.000453;0.002264;0.000453;0.000453;0.000453;0.001359;0.000453;0.000453;0.000453;0.000453;0.000453
eq;0.002571;0.002571;0.002571;0.002571;0.002571;0.002571;0.002571;0.002571;0.002571;0.002571;0.002571;0.002571;0.002571;0.002571;0.917738;0.002571;0.002571;0.002571;0.002571;0.002571;0.002571;0.002571;0.002571;0.002571;0.002571;0.002571;0.002571;0.002571;0.002571;0.002571;0.002571;0.002571;0.002571
e.;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303
e,;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303
eé;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303
e#;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303
n(;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303
ns;0.000174;0.000174;0.016840;0.394792;0.027083;0.079861;0.147569;0.015625;0.014063;0.000694;0.166840;0.000174;0.004167;0.000174;0.023438;0.066667;0.015625;0.003299;0.001042;0.010764;0.006944;0.000174;0.000694;0.001389;0.000347;0.000174;0.000174;0.000174;0.000174;0.000174;0.000174;0.000174;0.000174
no;0.000075;0.002471;0.001572;0.084225;0.538519;0.004717;0.248858;0.000075;0.000299;0.010781;0.000075;0.014524;0.001348;0.000449;0.016396;0.011679;0.002920;0.007038;0.019840;0.000674;0.000150;0.028599;0.000075;0.001048;0.002920;0.000075;0.000150;0.000075;0.000075;0.000075;0.000075;0.000075;0.000075
n ;0.000033;0.049892;0.050491;0.006457;0.058046;0.123448;0.222966;0.032152;0.128008;0.032152;0.020203;0.011483;0.013613;0.018372;0.008754;0.001631;0.025229;0.018139;0.033483;0.028524;0.027259;0.019504;0.004027;0.053686;0.004027;0.006956;0.000133;0.000333;0.000632;0.000100;0.000200;0.000033;0.000033
nw;0.013514;0.013514;0.067568;0.013514;0.013514;0.135135;0.013514;0.121622;0.256757;0.013514;0.040541;0.013514;0.013514;0.013514;0.013514;0.013514;0.013514;0.013514;0.013514;0.013514;0.013514;0.013514;0.013514;0.013514;0.013514;0.013514;0.013514;0.013514;0.013514;0.013514;0.013514;0.013514;0.013514
ni;0.000254;0.100153;0.056685;0.003813;0.000254;0.000254;0.163955;0.003050;0.034316;0.001271;0.034570;0.301729;0.040417;0.002542;0.004321;0.000763;0.080834;0.001525;0.022877;0.006101;0.013218;0.000254;0.001271;0.000254;0.070666;0.000508;0.035079;0.002542;0.015506;0.000254;0.000254;0.000254;0.000254
nt;0.000057;0.061723;0.049570;0.518879;0.000057;0.071219;0.000057;0.009722;0.023683;0.000057;0.109598;0.000057;0.000057;0.000057;0.007009;0.081562;0.000339;0.017070;0.001357;0.000057;0.000057;0.041827;0.000057;0.005370;0.000057;0.000057;0.000057;0.000057;0.000057;0.000057;0.000057;0.000057;0.000057
nh;0.007812;0.007812;0.203125;0.015625;0.007812;0.007812;0.007812;0.007812;0.203125;0.007812;0.343750;0.007812;0.007812;0.007812;0.015625;0.007812;0.007812;0.007812;0.007812;0.007812;0.007812;0.007812;0.007812;0.007812;0.007812;0.007812;0.007812;0.007812;0.007812;0.007812;0.007812;0.007812;0.007812
na;0.000240;0.015093;0.000240;0.247724;0.001437;0.009823;0.204839;0.000719;0.000240;0.013656;0.000479;0.022041;0.018208;0.027072;0.004552;0.034739;0.005510;0.257786;0.057020;0.005031;0.000240;0.048874;0.002156;0.000479;0.003354;0.000240;0.016770;0.000240;0.000240;0.000240;0.000240;0.000240;0.000240
nb;0.011236;0.011236;0.056180;0.011236;0.011236;0.033708;0.011236;0.011236;0.078652;0.011236;0.269663;0.011236;0.011236;0.011236;0.033708;0.011236;0.202247;0.011236;0.011236;0.011236;0.011236;0.033708;0.011236;0.011236;0.011236;0.011236;0.011236;0.011236;0.011236;0.011236;0.011236;0.011236;0.011236
ne;0.000104;0.093001;0.004895;0.330348;0.088211;0.004687;0.030931;0.000104;0.007082;0.001666;0.056655;0.006457;0.007811;0.095709;0.010310;0.045303;0.018642;0.013747;0.007915;0.000729;0.006769;0.059050;0.000104;0.036347;0.050719;0.000417;0.000521;0.018434;0.002916;0.000104;0.000104;0.000104;0.000104
nn;0.000489;0.005862;0.057157;0.040547;0.000489;0.113337;0.000489;0.000489;0.516365;0.000489;0.154861;0.000489;0.000489;0.000489;0.002931;0.005862;0.000489;0.000489;0.000489;0.000489;0.000489;0.000489;0.000489;0.091353;0.000489;0.000489;0.000489;0.000489;0.000489;0.000489;0.000489;0.000489;0.000489
ng;0.000049;0.077939;0.000828;0.734132;0.000097;0.007014;0.004092;0.000536;0.003361;0.000097;0.038774;0.000536;0.000390;0.000341;0.003800;0.109357;0.000195;0.010473;0.000049;0.000633;0.001461;0.005310;0.000049;0.000049;0.000049;0.000049;0.000049;0.000049;0.000049;0.000049;0.000049;0.000049;0.000049
nd;0.000039;0.025670;0.005813;0.750439;0.000156;0.031483;0.000234;0.000390;0.012640;0.000507;0.044942;0.000195;0.000507;0.000039;0.005540;0.104670;0.000234;0.004213;0.003511;0.000936;0.000975;0.005735;0.000039;0.000702;0.000039;0.000039;0.000039;0.000039;0.000039;0.000078;0.000039;0.000039;0.000039
nu;0.001368;0.041040;0.006840;0.008208;0.001368;0.086183;0.306430;0.001368;0.045144;0.001368;0.105335;0.004104;0.001368;0.002736;0.002736;0.001368;0.105335;0.001368;0.210670;0.001368;0.010944;0.035568;0.004104;0.001368;0.001368;0.001368;0.001368;0.001368;0.001368;0.001368;0.001368;0.001368;0.001368
n);0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303
nc;0.000301;0.000301;0.064982;0.000301;0.000301;0.080927;0.028279;0.076414;0.005415;0.000301;0.620638;0.000301;0.000301;0.000301;0.003008;0.000903;0.000301;0.033394;0.000301;0.000301;0.000301;0.053550;0.000301;0.025872;0.000301;0.000301;0.000301;0.000301;0.000301;0.000301;0.000301;0.000301;0.000301
nl;0.001179;0.001179;0.008255;0.001179;0.001179;0.130896;0.001179;0.001179;0.003538;0.001179;0.063679;0.001179;0.001179;0.001179;0.001179;0.001179;0.001179;0.001179;0.001179;0.001179;0.001179;0.001179;0.001179;0.760613;0.001179;0.001179;0.001179;0.001179;0.001179;0.001179;0.001179;0.001179;0.001179
nm;0.001610;0.001610;0.001610;0.001610;0.001610;0.011272;0.001610;0.001610;0.014493;0.001610;0.925926;0.001610;0.001610;0.001610;0.001610;0.001610;0.001610;0.001610;0.001610;0.001610;0.001610;0.001610;0.001610;0.001610;0.001610;0.001610;0.001610;0.001610;0.001610;0.001610;0.001610;0.001610;0.001610
np;0.006711;0.006711;0.127517;0.020134;0.006711;0.006711;0.006711;0.006711;0.120805;0.006711;0.006711;0.006711;0.006711;0.006711;0.020134;0.006711;0.006711;0.073826;0.006711;0.006711;0.006711;0.456376;0.006711;0.006711;0.006711;0.006711;0.006711;0.006711;0.006711;0.006711;0.006711;0.006711;0.006711
nf;0.001550;0.001550;0.406202;0.001550;0.001550;0.106977;0.001550;0.001550;0.046512;0.001550;0.089922;0.001550;0.001550;0.001550;0.086822;0.001550;0.004651;0.175194;0.001550;0.001550;0.001550;0.044961;0.001550;0.001550;0.001550;0.001550;0.001550;0.001550;0.001550;0.001550;0.001550;0.001550;0.001550
nr;0.010638;0.010638;0.106383;0.010638;0.010638;0.053191;0.010638;0.010638;0.287234;0.010638;0.095745;0.010638;0.010638;0.010638;0.010638;0.010638;0.010638;0.010638;0.010638;0.010638;0.010638;0.010638;0.010638;0.159574;0.010638;0.010638;0.010638;0.010638;0.010638;0.010638;0.010638;0.010638;0.010638
nk;0.000219;0.040061;0.000219;0.759851;0.000219;0.057356;0.000219;0.000219;0.001532;0.000219;0.019702;0.000876;0.000219;0.000219;0.000219;0.105298;0.000219;0.006349;0.000219;0.000438;0.001532;0.001970;0.000219;0.000438;0.000219;0.000219;0.000219;0.000219;0.000219;0.000219;0.000219;0.000219;0.000219
ny;0.000442;0.000885;0.064602;0.516372;0.041150;0.003097;0.155310;0.001327;0.001327;0.032743;0.026106;0.000442;0.000442;0.001770;0.001327;0.096018;0.000885;0.001327;0.048230;0.000442;0.000442;0.000442;0.000442;0.000442;0.000442;0.000442;0.000442;0.000442;0.000442;0.000442;0.000442;0.000442;0.000442
nv;0.001418;0.001418;0.174468;0.001418;0.001418;0.222695;0.001418;0.001418;0.025532;0.001418;0.526241;0.001418;0.001418;0.001418;0.001418;0.001418;0.001418;0.001418;0.001418;0.001418;0.001418;0.001418;0.001418;0.011348;0.001418;0.001418;0.001418;0.001418;0.001418;0.001418;0.001418;0.001418;0.001418
nj;0.007752;0.007752;0.263566;0.007752;0.007752;0.015504;0.007752;0.007752;0.077519;0.007752;0.077519;0.007752;0.007752;0.007752;0.310078;0.007752;0.007752;0.007752;0.007752;0.007752;0.007752;0.007752;0.007752;0.046512;0.007752;0.007752;0.007752;0.007752;0.007752;0.007752;0.007752;0.007752;0.007752
nz;0.022727;0.022727;0.045455;0.022727;0.022727;0.136364;0.022727;0.022727;0.022727;0.022727;0.090909;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.068182;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727;0.022727
nx;0.020000;0.020000;0.020000;0.180000;0.020000;0.200000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000
nq;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.333333;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833;0.020833
n.;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.111111;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778
n,;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303
né;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303
n#;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303
g(;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303;0.030303
gs;0.000575;0.000575;0.000575;0.838413;0.000575;0.000575;0.024152;0.001150;0.000575;0.000575;0.000575;0.000575;0.000575;0.000575;0.000575;0.119609;0.000575;0.000575;0.000575;0.000575;0.000575;0.000575;0.000575;0.000575;0.000575;0.000575;0.000575;0.000575;0.000575;0.000575;0.000575;0.000575;0.000575
go;0.000158;0.003793;0.149518;0.162794;0.000316;0.148886;0.174332;0.000158;0.005532;0.000316;0.020073;0.180180;0.000474;0.024340;0.001422;0.027659;0.000158;0.005216;0.000316;0.000632;0.000316;0.008377;0.000158;0.000158;0.082978;0.000316;0.000316;0.000158;0.000158;0.000316;0.000158;0.000158;0.000158
g ;0.000064;0.041925;0.072201;0.001152;0.051527;0.106126;0.246368;0.024067;0.150995;0.032580;0.018370;0.008769;0.009729;0.015106;0.017026;0.000448;0.017922;0.021123;0.035653;0.027331;0.033860;0.017154;0.001280;0.039237;0.003648;0.004417;0.000064;0.000064;0.001280;0.000064;0.000320;0.000064;0.000064
gw;0.024390;0.024390;0.097561;0.048780;0.024390;0.048780;0.024390;0.024390;0.097561;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390
