,STREET,AGE_RANGE,PARTY_AFFILIATION
8905,"N MCKINLEY AVE, ATHENS",0-24,None
8906,"S GREEN DR, ATHENS",0-24,None
8907,"S GREEN DR, ATHENS",0-24,None
8908,"S GREEN DR, ATHENS",0-24,None
8909,"N MCKINLEY AVE, ATHENS",0-24,None
8910,"S GREEN DR, ATHENS",0-24,None
8911,"N MCKINLEY AVE, ATHENS",0-24,None
8912,"N MCKINLEY AVE, ATHENS",0-24,None
8913,"S GREEN DR, ATHENS",0-24,None
8914,"S GREEN DR, ATHENS",0-24,None
8915,"S GREEN DR, ATHENS",0-24,None
8916,"S GREEN DR, ATHENS",0-24,None
8917,"N MCKINLEY AVE, ATHENS",0-24,None
8918,"S GREEN DR, ATHENS",0-24,None
8919,"S GREEN DR, ATHENS",0-24,None
8920,"S GREEN DR, ATHENS",0-24,D
8921,"S GREEN DR, ATHENS",0-24,None
8922,"S GREEN DR, ATHENS",0-24,None
8923,"N MCKINLEY AVE, ATHENS",0-24,None
8924,"E GREEN DR, ATHENS",0-24,None
8925,"E GREEN DR, ATHENS",0-24,None
8926,"S GREEN DR, ATHENS",0-24,None
8927,"N MCKINLEY AVE, ATHENS",0-24,None
8928,"UNIVERSITY TER, ATHENS",0-24,None
8929,"N COURT ST, ATHENS",0-24,None
8930,"RUFUS ST, ATHENS",0-24,None
8931,"E GREEN DR, ATHENS",0-24,None
8932,"POMEROY RD, ATHENS",0-24,None
8933,"S GREEN DR, ATHENS",0-24,None
8934,"S GREEN DR, ATHENS",0-24,None
8935,"E GREEN DR, ATHENS",0-24,None
8936,"S GREEN DR, ATHENS",0-24,None
8937,"S GREEN DR, ATHENS",0-24,None
8938,"E GREEN DR, ATHENS",0-24,None
8939,"S GREEN DR, ATHENS",0-24,None
8940,"S HARPER ST, NELSONVILLE",65+,None
8941,"RICHLAND AVE, ATHENS",0-24,None
8942,"HOCKING PARKWAY, NELSONVILLE",0-24,None
8943,"COE RD, ALBANY",45-64,None
8944,"CHESTNUT ST, NELSONVILLE",45-64,None
8945,"SR 356, NEW MARSHFIELD",24-44,None
8946,"W FRANKLIN ST, NELSONVILLE",24-44,D
8947,"LOTTRIDGE RD, COOLVILLE",0-24,None
8948,"SR 691, NELSONVILLE",45-64,None
8949,"RICHLAND AVE, ATHENS",24-44,None
8950,"CARRIAGE HILL DR, ATHENS",0-24,None
8951,"W FRANKLIN ST, NELSONVILLE",24-44,R
8952,"MCVEY RD, ALBANY",65+,R
8953,"LADD RIDGE RD, ALBANY",65+,None
8954,"S GREEN DR, ATHENS",0-24,None
8955,"UNIVERSITY TER, ATHENS",0-24,None
8956,"S GREEN DR, ATHENS",0-24,None
8957,"W GREEN DR, ATHENS",0-24,None
8958,"HIGHLAND AVE, ATHENS",0-24,None
8959,"FRANKLIN AVE, ATHENS",24-44,D
8960,"EDEN PL, ATHENS",45-64,None
8961,"FIRST ST, ATHENS",0-24,None
8962,"MULLIGAN RD, ATHENS",0-24,None
8963,"FRUM RD, ATHENS",45-64,R
8964,"ROY AVE, THE PLAINS",24-44,None
8965,"E FOURTH ST, THE PLAINS",0-24,None
8966,"UNIVERSITY ESTATES BLVD, ATHENS",0-24,None
8967,"SR 681, ALBANY",24-44,None
8968,"CRIHFIELD DR, NELSONVILLE",24-44,None
8969,"CONNETT RD, NELSONVILLE",0-24,None
8970,"EUCLID DR, ATHENS",65+,D
8971,"RICHLAND AVE, ATHENS",0-24,None
8972,"N CONGRESS ST, ATHENS",24-44,None
8973,"SR 550, ATHENS",0-24,None
8974,"SR 13, MILLFIELD",45-64,None
8975,"SPRING ST, GLOUSTER",45-64,None
8976,"ROY AVE, THE PLAINS",45-64,None
8977,"CONCORD CHURCH RD, GLOUSTER",24-44,None
8978,"E COLUMBUS ST, NELSONVILLE",0-24,None
8979,"LUHRIG RD, ATHENS",65+,R
8980,"FISHER RD, ATHENS",0-24,R
8981,"SECOND ST, ATHENS",0-24,D
8982,"CARRIAGE HILL DR, ATHENS",45-64,R
8983,"W GREEN DR, ATHENS",0-24,D
8984,"S GREEN DR, ATHENS",0-24,D
8985,"LUHRIG RD, ATHENS",45-64,D
8986,"HEBBARDSVILLE RD, ALBANY",24-44,D
8987,"WESTFIELD PL, ATHENS",24-44,D
8988,"CAROL LN, THE PLAINS",24-44,D
8989,"CLARK ST, ATHENS",24-44,None
8990,"CAROL LN, THE PLAINS",24-44,None
8991,"E OXBOW TRL, ATHENS",0-24,R
8992,"E OXBOW TRL, ATHENS",0-24,R
8993,"S GREEN DR, ATHENS",0-24,None
8994,"S GREEN DR, ATHENS",0-24,D
8995,"BACK ST, NELSONVILLE",45-64,D
8996,"E GREEN DR, ATHENS",0-24,D
8997,"UNIVERSITY TER, ATHENS",0-24,D
8998,"PUBLIC SQ, NELSONVILLE",65+,None
8999,"ADENA DR, THE PLAINS",0-24,None
9000,"N CONGRESS ST, ATHENS",24-44,None
9001,"KURTZ ST, ATHENS",24-44,None
9002,"UNIVERSITY ESTATES BLVD, ATHENS",24-44,None
9003,"CAROL LN, ATHENS",24-44,D
9004,"PLEASANT HILL RD, ATHENS",24-44,None
9005,"MADISON ST, NELSONVILLE",24-44,None
9006,"W WILSON RD, ATHENS",45-64,None
9007,"E FIRST ST, THE PLAINS",0-24,D
9008,"CIRCLE 33 RD, NELSONVILLE",24-44,None
9009,"MONTICELLO DR, ATHENS",45-64,None
9010,"ELLIOTSVILLE RD, ATHENS",65+,None
9011,"MULLIGAN RD, ATHENS",65+,None
9012,"CARDIFF LN, ATHENS",65+,None
9013,"S PLAINS RD, THE PLAINS",45-64,D
9014,"ESTATES DR, ATHENS",45-64,None
9015,"GURA RD, ATHENS",45-64,None
9016,"AVANELLE DR, ATHENS",45-64,D
9017,"DOWLER RIDGE RD, NEW MARSHFIELD",45-64,None
9018,"SETTY RD, ALBANY",45-64,None
9019,"RHORIC RD, ATHENS",45-64,None
9020,"SR 78, GLOUSTER",65+,None
9021,"ELMWOOD PL, ATHENS",45-64,R
9022,"ELMWOOD PL, ATHENS",45-64,R
9023,"POTTER RD, GUYSVILLE",45-64,None
9024,"ANGEL RIDGE RD, ATHENS",65+,None
9025,"CHANNINGWAY BLVD, THE PLAINS",65+,None
9026,"US 50, ALBANY",45-64,None
9027,"HOOPER RD, ATHENS",45-64,None
9028,"CEMETERY RD, COOLVILLE",65+,None
9029,"POPLAR ST, NELSONVILLE",65+,None
9030,"COLUMBIA AVE, ATHENS",24-44,D
9031,"DICKSON RD, ALBANY",45-64,None
9032,"PINE GROVE DR, NELSONVILLE",65+,None
9033,"SR 681, ALBANY",45-64,None
9034,"LONGVIEW HTS RD, ATHENS",65+,None
9035,"E PALMER ST, JACKSONVILLE",45-64,None
9036,"ADAMS ST, NELSONVILLE",45-64,None
9037,"BLAIR RD, COOLVILLE",24-44,None
9038,"MEADOWBROOK RD, ALBANY",65+,None
9039,"FELTON RD, STEWART",65+,None
9040,"IRELAND RD, COOLVILLE",45-64,None
9041,"HARNER RD, ATHENS",45-64,None
9042,"SELBY RD, ATHENS",65+,None
9043,"JOHNSON RD, THE PLAINS",65+,None
9044,"DELLA DR, ATHENS",65+,None
9045,"LORENE AVE, ATHENS",45-64,None
9046,"POSTON RD, THE PLAINS",65+,None
9047,"E CANAL ST, NELSONVILLE",65+,None
9048,"SELBY RD, ATHENS",65+,None
9049,"SR 691, NELSONVILLE",45-64,None
9050,"NEW ENGLAND RD, STEWART",24-44,None
9051,"MAY AVE, CHAUNCEY",24-44,None
9052,"MAY AVE, CHAUNCEY",65+,None
9053,"SR 691, ATHENS",45-64,D
9054,"VORE RIDGE RD, ATHENS",45-64,None
9055,"SPRING ST, ATHENS",65+,D
9056,"MILLFIELD RD, MILLFIELD",65+,None
9057,"COUNTRY CLUB RD, ATHENS",45-64,None
9058,"BENNITA LN, ATHENS",45-64,None
9059,"OLD COACH RD, ATHENS",45-64,None
9060,"LIGHTNER RD, GUYSVILLE",45-64,None
9061,"E SCATTER RIDGE RD, ATHENS",65+,None
9062,"SWART RD, ALBANY",24-44,None
9063,"SR 681, ALBANY",24-44,None
9064,"COVENTRY LN, ATHENS",24-44,None
9065,"ERVIN RD, ATHENS",65+,None
9066,"MULLIGAN RD, ATHENS",65+,None
9067,"W STATE ST, ATHENS",24-44,None
9068,"N COURT ST, ATHENS",24-44,None
9069,"PLANTSVILLE RD, AMESVILLE",45-64,None
9070,"PLEASANTVIEW DR, ATHENS",65+,None
9071,"RICHLAND AVE, ATHENS",24-44,None
9072,"HAINES RIDGE RD, ATHENS",45-64,None
9073,"WILLOW CREEK RD, ATHENS",45-64,None
9074,"N MCDONALD ST, THE PLAINS",45-64,None
9075,"SYLVANIA AVE, NELSONVILLE",45-64,None
9076,"CHANNINGWAY BLVD, THE PLAINS",45-64,None
9077,"LONG RUN RD, ATHENS",24-44,None
9078,"SR 691, NELSONVILLE",45-64,None
9079,"N LONGVIEW HTS RD, ATHENS",24-44,None
9080,"MILL CREEK RD, MILLFIELD",24-44,None
9081,"ROBINETTE RIDGE RD, NEW MARSHFIELD",24-44,None
9082,"LONG RUN RD, ATHENS",24-44,None
9083,"PEACH RIDGE RD, ATHENS",24-44,None
9084,"WASHINGTON RD, ALBANY",45-64,None
9085,"CRIHFIELD DR, NELSONVILLE",45-64,None
9086,"KONTNER ST, NELSONVILLE",45-64,None
9087,"KEIRNS RD, MILLFIELD",45-64,None
9088,"E STATE ST, ATHENS",45-64,None
9089,"ELIZABETH ST, NELSONVILLE",24-44,None
9090,"E STATE ST, ATHENS",24-44,None
9091,"JACOBS DR, ATHENS",45-64,None
9092,"E STATE ST, ATHENS",65+,None
9093,"WALNUT ST, NELSONVILLE",65+,None
9094,"MEADOWBROOK RD, ALBANY",65+,None
9095,"MEADOWBROOK RD, ALBANY",65+,None
9096,"WOOD RD, ALBANY",24-44,None
9097,"DUNFEE RD, COOLVILLE",24-44,None
9098,"MATHENY RD, NELSONVILLE",24-44,None
9099,"SELBY RD, ATHENS",65+,None
9100,"POMEROY RD, ATHENS",24-44,D
9101,"SR 329, STEWART",24-44,None
9102,"HUCKLEBERRY RD, COOLVILLE",24-44,None
9103,"MORRIS AVE, ATHENS",24-44,None
9104,"E STATE ST, ATHENS",24-44,None
9105,"HOCKING ST, ATHENS",24-44,None
9106,"OHIO AVE, ATHENS",65+,None
9107,"RED ROCK RD, GLOUSTER",45-64,None
9108,"RED ROCK RD, GLOUSTER",24-44,None
9109,"ANDOVER RD, ATHENS",24-44,None
9110,"STEINMEYER RD, NEW MARSHFIELD",45-64,None
9111,"TEN SPOT RD, NELSONVILLE",24-44,None
9112,"ROSEWOOD LN, ATHENS",24-44,None
9113,"KIMBERLY RD, NELSONVILLE",24-44,None
9114,"WALKER ST, ATHENS",24-44,None
9115,"OLD SEVEN RD, COOLVILLE",45-64,None
9116,"OLD SEVEN RD, COOLVILLE",45-64,None
9117,"SKEELS RD, COOLVILLE",45-64,None
9118,"N CONGRESS ST, ATHENS",24-44,D
9119,"MARSHFIELD RD, NEW MARSHFIELD",24-44,None
9120,"HAWKS NEST RD, ATHENS",24-44,None
9121,"PEARL WOOD RD, ALBANY",24-44,None
9122,"MARION JOHNSON RD, ATHENS",45-64,None
9123,"W UNION ST, ATHENS",24-44,None
9124,"ROY AVE, THE PLAINS",65+,None
9125,"SPRING ST, ATHENS",24-44,None
9126,"RARDIN DR, ATHENS",45-64,None
9127,"FORT ST, NELSONVILLE",24-44,None
9128,"W BELPRE PIKE RD, COOLVILLE",24-44,None
9129,"KENT DR, ATHENS",24-44,None
9130,"PEACH RIDGE RD, ATHENS",24-44,None
9131,"CONGRESS RUN RD, GLOUSTER",24-44,None
9132,"MILL ST, ATHENS",24-44,None
9133,"RICHLAND AVE, ATHENS",45-64,None
9134,"W CLINTON ST, ALBANY",24-44,None
9135,"SR 681, ALBANY",24-44,None
9136,"CARR RD, NELSONVILLE",24-44,None
9137,"POMEROY RD, ATHENS",65+,R
9138,"WALNUT ST, NELSONVILLE",24-44,None
9139,"LOUISE LN, ATHENS",24-44,None
9140,"BARROWS RD, ATHENS",24-44,None
9141,"LOUDERMILK RD, GLOUSTER",24-44,None
9142,"HOCKING ST, ATHENS",0-24,None
9143,"S GREEN DR, ATHENS",0-24,None
9144,"RICHLAND AVE, ATHENS",0-24,None
9145,"RICHLAND AVE, ATHENS",0-24,None
9146,"N HIGH ST, ATHENS",0-24,None
9147,"N COOLVILLE RIDGE RD, ATHENS",0-24,None
9148,"STATION ST, ATHENS",0-24,None
9149,"ELM ROCK RD, NELSONVILLE",45-64,None
9150,"S SHAFER ST, ATHENS",0-24,None
9151,"N MCKINLEY AVE, ATHENS",0-24,None
9152,"ELLIOTT ST, ATHENS",0-24,None
9153,"N COURT ST, ATHENS",0-24,None
9154,"S CONGRESS ST, ATHENS",0-24,None
9155,"W UNION ST, ATHENS",0-24,None
9156,"N MCKINLEY AVE, ATHENS",0-24,None
9157,"MILLIRON ST, ATHENS",0-24,None
9158,"POPLAR ST, NELSONVILLE",45-64,D
9159,"SUMMIT ST, GLOUSTER",24-44,None
9160,"POPLAR ST, NELSONVILLE",45-64,D
9161,"N MCKINLEY AVE, ATHENS",0-24,None
9162,"1/2 S COURT ST, ATHENS",0-24,D
9163,"JARVIS RD, GUYSVILLE",45-64,R
9164,"JARVIS RD, GUYSVILLE",65+,R
9165,"E GREEN DR, ATHENS",0-24,None
9166,"FERN ST, ATHENS",0-24,None
9167,"W UNION ST, ATHENS",0-24,None
9168,"N CONGRESS ST, ATHENS",0-24,R
9169,"FRANKLIN AVE, ATHENS",0-24,None
9170,"E OXBOW TRL, ATHENS",0-24,None
9171,"RICHLAND AVE, ATHENS",0-24,None
9172,"N CONGRESS ST, ATHENS",0-24,None
9173,"FIRST ST, ATHENS",0-24,None
9174,"E OXBOW TRL, ATHENS",0-24,None
9175,"E GREEN DR, ATHENS",0-24,None
9176,"1/2 S COURT ST, ATHENS",0-24,None
9177,"N LANCASTER ST, ATHENS",0-24,None
9178,"FLOYD DR, THE PLAINS",24-44,None
9179,"FACTORY RD, ALBANY",0-24,None
9180,"HOCKING ST, ATHENS",0-24,None
9181,"S GREEN DR, ATHENS",0-24,None
9182,"E STATE ST, ATHENS",45-64,None
9183,"N COURT ST, ATHENS",0-24,None
9184,"E OXBOW TRL, ATHENS",0-24,None
9185,"MILL ST, ATHENS",0-24,None
9186,"N COURT ST, ATHENS",0-24,None
9187,"W UNION ST, ATHENS",0-24,None
9188,"MILLIRON ST, ATHENS",0-24,None
9189,"N LANCASTER ST, ATHENS",0-24,None
9190,"COMMUNITY DR, ATHENS",0-24,None
9191,"W GREEN DR, ATHENS",0-24,None
9192,"N CONGRESS ST, ATHENS",0-24,None
9193,"W STATE ST, ATHENS",0-24,None
9194,"MILL ST, ATHENS",0-24,None
9195,"S GREEN DR, ATHENS",0-24,None
9196,"FRANKLIN AVE, ATHENS",0-24,None
9197,"E CARPENTER ST, ATHENS",0-24,None
9198,"S GREEN DR, ATHENS",0-24,None
9199,"E GREEN DR, ATHENS",0-24,D
9200,"CHURCH ST, ATHENS",0-24,None
9201,"E STATE ST, ATHENS",0-24,None
9202,"S CONGRESS ST, ATHENS",0-24,None
9203,"S CONGRESS ST, ATHENS",0-24,None
9204,"S GREEN DR, ATHENS",0-24,None
9205,"E GREEN DR, ATHENS",0-24,None
9206,"S GREEN DR, ATHENS",0-24,None
9207,"S GREEN DR, ATHENS",0-24,None
9208,"S GREEN DR, ATHENS",0-24,None
9209,"S GREEN DR, ATHENS",0-24,None
9210,"N MCKINLEY AVE, ATHENS",0-24,None
9211,"S GREEN DR, ATHENS",0-24,None
9212,"S GREEN DR, ATHENS",0-24,None
9213,"S GREEN DR, ATHENS",0-24,None
9214,"S GREEN DR, ATHENS",0-24,None
9215,"N MCKINLEY AVE, ATHENS",0-24,None
9216,"S GREEN DR, ATHENS",0-24,None
9217,"S GREEN DR, ATHENS",0-24,None
9218,"S GREEN DR, ATHENS",0-24,None
9219,"S GREEN DR, ATHENS",0-24,None
9220,"S GREEN DR, ATHENS",0-24,None
9221,"S GREEN DR, ATHENS",0-24,None
9222,"S GREEN DR, ATHENS",0-24,None
9223,"S GREEN DR, ATHENS",0-24,None
9224,"S GREEN DR, ATHENS",0-24,None
9225,"S GREEN DR, ATHENS",0-24,None
9226,"S GREEN DR, ATHENS",0-24,None
9227,"S GREEN DR, ATHENS",0-24,None
9228,"N MCKINLEY AVE, ATHENS",0-24,None
9229,"N MCKINLEY AVE, ATHENS",0-24,None
9230,"SHADE RD, GUYSVILLE",24-44,None
9231,"E STATE ST, ATHENS",0-24,None
9232,"W UNION ST, ATHENS",0-24,None
9233,"MADISON ST, GLOUSTER",24-44,R
9234,"CAROL LN, ATHENS",24-44,None
9235,"POPLAR ST, NELSONVILLE",24-44,None
9236,"PLEASANTVIEW AVE, NELSONVILLE",45-64,None
9237,"CHESTNUT ST, NELSONVILLE",0-24,None
9238,"POPLAR ST, NELSONVILLE",0-24,None
9239,"WALNUT ST, NELSONVILLE",0-24,None
9240,"CAROL LN, ATHENS",24-44,None
9241,"FOSSIL ROCK RD, ATHENS",24-44,None
9242,"E UNION ST, ATHENS",0-24,None
9243,"E STATE ST, ATHENS",0-24,None
9244,"SR 691, NELSONVILLE",24-44,None
9245,"SR 691, NELSONVILLE",0-24,None
9246,"S SHAFER ST, ATHENS",0-24,None
9247,"RUFUS ST, ATHENS",0-24,None
9248,"S GREEN DR, ATHENS",0-24,None
9249,"N MCKINLEY AVE, ATHENS",0-24,None
9250,"E GREEN DR, ATHENS",0-24,R
9251,"N MCKINLEY AVE, ATHENS",24-44,None
9252,"N MCKINLEY AVE, ATHENS",0-24,D
9253,"COMMUNITY DR, ATHENS",0-24,None
9254,"COMMUNITY DR, ATHENS",0-24,None
9255,"VANDERHOOF RD, COOLVILLE",24-44,None
9256,"HIGH ST, CHAUNCEY",24-44,None
9257,"BEAN HOLLOW RD, ATHENS",24-44,None
9258,"BARBOUR ST, GLOUSTER",24-44,None
9259,"S FIFTH ST, JACKSONVILLE",45-64,None
9260,"S SEVENTH ST, JACKSONVILLE",24-44,None
9261,"MAIN ST, GLOUSTER",24-44,None
9262,"DEW ST, GLOUSTER",24-44,R
9263,"S SEVENTH ST, JACKSONVILLE",24-44,None
9264,"BRAUN ST, GLOUSTER",24-44,None
9265,"WATERWORKS HILL RD, GLOUSTER",45-64,D
9266,"HIGHLAND AVE, GLOUSTER",45-64,D
9267,"E STATE ST, ATHENS",45-64,None
9268,"LUHRIG RD, ATHENS",24-44,None
9269,"SPRING ST, GLOUSTER",45-64,None
9270,"W UNION ST, ATHENS",24-44,None
9271,"CENTER ST, ALBANY",24-44,D
9272,"BEAN RD, THE PLAINS",45-64,None
9273,"SR 329, STEWART",24-44,None
9274,"TAYLOR RIDGE RD, GLOUSTER",45-64,None
9275,"OHIO AVE, THE PLAINS",24-44,None
9276,"N MCKINLEY AVE, ATHENS",0-24,None
9277,"W FIRST ST, THE PLAINS",24-44,None
9278,"RICHLAND AVE, ATHENS",24-44,None
9279,"MEADOW LN, COOLVILLE",24-44,None
9280,"COUNTRY CLUB RD, ATHENS",0-24,None
9281,"W HORNSBY RD, COOLVILLE",45-64,None
9282,"CARROLL RD, ATHENS",45-64,None
9283,"S MAY AVE, ATHENS",45-64,None
9284,"KURTZ ST, ATHENS",65+,None
9285,"MASON ST, TRIMBLE",24-44,None
9286,"MADISON AVE, ATHENS",24-44,D
9287,"WASHINGTON RD, ALBANY",0-24,None
9288,"BUCKS LAKE RD, GUYSVILLE",45-64,None
9289,"OXLEY RD, ATHENS",24-44,None
9290,"MADISON ST, NELSONVILLE",45-64,R
9291,"SR 681, ALBANY",24-44,R
9292,"S HARPER ST, NELSONVILLE",45-64,R
9293,"MADISON ST, NELSONVILLE",45-64,R
9294,"COLUMBIA AVE, ATHENS",65+,D
9295,"CASTLE RUN WAY, THE PLAINS",24-44,D
9296,"LEMASTER RD, ATHENS",65+,R
9297,"S GREEN DR, ATHENS",0-24,D
9298,"CASTLE RUN WAY, THE PLAINS",24-44,R
9299,"BAKER RD, ALBANY",24-44,R
9300,"LEMASTER RD, ATHENS",65+,R
9301,"ELLIS AVE, CHAUNCEY",24-44,R
9302,"SR 144, STEWART",24-44,R
9303,"SR 144, STEWART",24-44,R
9304,"PORTER LN, ATHENS",24-44,D
9305,"FOX LAKE RD, ATHENS",24-44,None
9306,"WOLFE BENNETT RD, NELSONVILLE",45-64,R
9307,"MILL ST, CHAUNCEY",24-44,R
9308,"FOX LAKE RD, ATHENS",24-44,R
9309,"RAINBOW LAKE RD, ATHENS",0-24,R
9310,"LONGVIEW HTS RD, ATHENS",65+,None
9311,"ROXBURY DR, ATHENS",65+,D
9312,"ROXBURY DR, ATHENS",65+,D
9313,"OLD COACH RD, ATHENS",65+,R
9314,"LONGVIEW HTS RD, ATHENS",65+,None
9315,"S BLACKBURN RD, ATHENS",65+,None
9316,"KIMES LN, ATHENS",65+,None
9317,"S BLACKBURN RD, ATHENS",65+,None
9318,"CARROLL RD, ATHENS",65+,None
9319,"HUDSON AVE, ATHENS",45-64,None
9320,"LAVELLE RD, ATHENS",65+,D
9321,"HIGHLAND AVE, ATHENS",65+,None
9322,"EUCLID DR, ATHENS",45-64,None
9323,"EDEN PL, ATHENS",65+,None
9324,"MAPLEWOOD DR, ATHENS",45-64,None
9325,"COLUMBIA AVE, ATHENS",65+,None
9326,"LAKE HOPE DR, NELSONVILLE",65+,None
9327,"BROAD ST, GLOUSTER",65+,None
9328,"LOUISE LN, ATHENS",45-64,None
9329,"HAMLEY RUN RD, NELSONVILLE",65+,None
9330,"ROWLEY LN, COOLVILLE",45-64,None
9331,"HIGH ST, GLOUSTER",65+,None
9332,"RED ROCK RD, GLOUSTER",45-64,None
9333,"RED ROCK RD, GLOUSTER",45-64,None
9334,"E STATE ST, ATHENS",45-64,None
9335,"HAWK RD, NEW MARSHFIELD",65+,None
9336,"LAVELLE RD, ATHENS",65+,None
9337,"FACTORY RD, ALBANY",45-64,None
9338,"PINE GROVE DR, NELSONVILLE",45-64,None
9339,"IRELAND RD, COOLVILLE",45-64,None
9340,"DOWLER RIDGE RD, NEW MARSHFIELD",45-64,None
9341,"BASSETT RD, ATHENS",24-44,None
9342,"SOUTH ST, THE PLAINS",45-64,None
9343,"SALEM RD, ATHENS",45-64,None
9344,"SALEM RD, ATHENS",45-64,None
9345,"SANDUSKY RD, ALBANY",45-64,None
9346,"VORE RIDGE RD, ATHENS",65+,None
9347,"HAWKS NEST RD, ATHENS",24-44,None
9348,"WASHINGTON RD, ALBANY",65+,None
9349,"HILL ST, GLOUSTER",24-44,None
9350,"N AKRON AVE, BUCHTEL",65+,R
9351,"DIXON RD, COOLVILLE",45-64,None
9352,"HARRIS DR, ATHENS",65+,None
9353,"WOOD RD, ALBANY",45-64,None
9354,"CARROLL RD, ATHENS",24-44,None
9355,"NORTHWOOD DR, ATHENS",65+,None
9356,"RAINBOW LAKE RD, SHADE",65+,None
9357,"BRISTER RD, COOLVILLE",24-44,None
9358,"MILL ST, ATHENS",45-64,None
9359,"MARSHFIELD RD, ALBANY",24-44,None
9360,"ROCK RIFFLE RD, ATHENS",65+,None
9361,"GRIM RD, ATHENS",45-64,None
9362,"E BELPRE PIKE RD, COOLVILLE",24-44,None
9363,"WOOTEN RD, ATHENS",24-44,None
9364,"SR 681, ALBANY",24-44,None
9365,"SR 690, ATHENS",45-64,None
9366,"W CLINTON ST, ALBANY",45-64,None
9367,"SR 550, ATHENS",24-44,None
9368,"FIVE POINTS RD, ATHENS",24-44,None
9369,"E CANAL ST, NELSONVILLE",65+,None
9370,"E FIRST ST, THE PLAINS",45-64,None
9371,"E FOURTH ST, THE PLAINS",65+,D
9372,"SR 681, ALBANY",24-44,None
9373,"SR 685, GLOUSTER",24-44,None
9374,"OAKDALE RD, GLOUSTER",45-64,None
9375,"E SCATTER RIDGE RD, ATHENS",45-64,None
9376,"N PLAINS RD, THE PLAINS",24-44,None
9377,"E BELPRE PIKE RD, COOLVILLE",24-44,None
9378,"HUDSON AVE, ATHENS",45-64,None
9379,"RADFORD RD, ATHENS",24-44,D
9380,"CHANNINGWAY BLVD, THE PLAINS",45-64,None
9381,"TOLEDO ST, GLOUSTER",24-44,None
9382,"JARVIS RD, GUYSVILLE",65+,D
9383,"JARVIS RD, GUYSVILLE",65+,D
9384,"E FIRST ST, THE PLAINS",45-64,None
9385,"BEAL RD, ATHENS",24-44,None
9386,"GRAND PARK BLVD, ATHENS",24-44,None
9387,"W WASHINGTON ST, ATHENS",24-44,None
9388,"HEBBARDSVILLE RD, ATHENS",24-44,None
9389,"CHESTNUT ST, NELSONVILLE",45-64,None
9390,"TOWN ST, GLOUSTER",24-44,None
9391,"POSTON RD, THE PLAINS",45-64,None
9392,"COMMUNITY DR, ATHENS",24-44,None
9393,"MORRIS AVE, ATHENS",24-44,None
9394,"PLEASANT HILL RD, ATHENS",24-44,None
9395,"MANSFIELD RD, ATHENS",24-44,None
9396,"LANG RD, NELSONVILLE",45-64,None
9397,"LANG RD, NELSONVILLE",45-64,None
9398,"RICHLAND AVE, ATHENS",24-44,None
9399,"WALNUT CT, ATHENS",24-44,None
9400,"ALTON ST, ALBANY",45-64,None
9401,"WILSON AVE, BUCHTEL",24-44,None
9402,"SALEM RD, ATHENS",24-44,None
9403,"SR 691, NELSONVILLE",65+,None
9404,"SHADE RD, GUYSVILLE",45-64,None
9405,"SHADE RD, GUYSVILLE",65+,None
9406,"SR 329, GUYSVILLE",24-44,None
9407,"LEXINGTON AVE, CHAUNCEY",24-44,D
9408,"BETHANY RIDGE RD, GUYSVILLE",24-44,None
9409,"S MAY AVE, ATHENS",24-44,L
9410,"RAINBOW LAKE RD, ATHENS",24-44,None
9411,"FARHILLS DR, ATHENS",24-44,None
9412,"W FRANKLIN ST, NELSONVILLE",24-44,None
9413,"POPLAR ST, NELSONVILLE",24-44,None
9414,"SAND RIDGE RD, MILLFIELD",65+,None
9415,"E COLUMBUS ST, NELSONVILLE",24-44,None
9416,"PINE GROVE DR, NELSONVILLE",65+,None
9417,"SAND RIDGE RD, MILLFIELD",24-44,None
9418,"E STATE ST, ATHENS",65+,None
9419,"BAKER RD, ALBANY",45-64,None
9420,"BARBOUR ST, GLOUSTER",45-64,None
9421,"CAROL LN, ATHENS",24-44,None
9422,"HOSPITAL DR, ATHENS",24-44,None
9423,"N CONGRESS ST, ATHENS",24-44,None
9424,"MADISON ST, NELSONVILLE",24-44,None
9425,"LUHRIG RD, ATHENS",65+,None
9426,"CHANNINGWAY BLVD, THE PLAINS",24-44,None
9427,"N COURT ST, ATHENS",24-44,None
9428,"W WASHINGTON ST, ATHENS",24-44,None
9429,"MOUND ST, THE PLAINS",45-64,None
9430,"BRIMSTONE RD, COOLVILLE",65+,None
9431,"GLAZIER RD, GUYSVILLE",24-44,None
9432,"LAVELLE RD, ATHENS",24-44,None
9433,"HOCKING ST, ATHENS",24-44,None
9434,"KURTZ ST, ATHENS",24-44,None
9435,"W CARPENTER ST, ATHENS",24-44,None
9436,"POPLAR ST, NELSONVILLE",45-64,None
9437,"DUTCH CREEK RD, ATHENS",24-44,None
9438,"W WASHINGTON ST, ATHENS",24-44,None
9439,"E FIRST ST, THE PLAINS",24-44,None
9440,"BEAN RD, THE PLAINS",24-44,None
9441,"HOPE DR, ATHENS",45-64,None
9442,"S GREEN DR, ATHENS",24-44,None
9443,"RARDIN DR, ATHENS",45-64,None
9444,"MADISON AVE, ATHENS",24-44,None
9445,"FELTON RD, STEWART",24-44,None
9446,"BRIMSTONE RD, COOLVILLE",24-44,None
9447,"VORE RIDGE RD, ATHENS",24-44,None
9448,"WESTFIELD PL, ATHENS",24-44,None
