,STREET,AGE_RANGE,PARTY_AFFILIATION
2029,"RADCLIFF RD, RADCLIFF",45-64,R
2030,"ENGLE DR, MCARTHUR",24-44,None
2031,"UNION RIDGE RD, ALBANY",24-44,None
2032,"ENGLE DR, MCARTHUR",45-64,None
2033,"UNION RIDGE RD, ALBANY",24-44,None
2034,"OLD MCARTHUR RD, MCARTHUR",45-64,R
2035,"S PEARL ST, MCARTHUR",24-44,None
2036,"UNION RIDGE RD, ALBANY",45-64,R
2037,"WOLF HILL RD, MCARTHUR",24-44,None
2038,"CIRCLE DR, MCARTHUR",24-44,None
2039,"VETERANS MEMORIAL DR, MCARTHUR",45-64,R
2040,"LOCUST ST, MCARTHUR",45-64,R
2041,"VETERANS MEMORIAL DR, MCARTHUR",45-64,None
2042,"CHURCH ST, HAMDEN",24-44,None
2043,"ST RT 93 N, MCARTHUR",24-44,None
2044,"ST RT 327, LONDONDERRY",24-44,None
2045,"MEEKSVILLE RD, MCARTHUR",45-64,R
2046,"LONG RUN RD, ALBANY",24-44,None
2047,"AIRPORT RD, NEW PLYMOUTH",24-44,None
2048,"MCARTHUR PARK DR, MCARTHUR",45-64,None
2049,"HART RIDGE RD, MCARTHUR",45-64,None
2050,"MAIN ST, WILKESVILLE",45-64,None
2051,"BETHEL RD, NEW PLYMOUTH",24-44,D
2052,"US HIGHWAY 50, MCARTHUR",45-64,None
2053,"E NORTH ST, MCARTHUR",24-44,R
2054,"HAWK STATION RD, VINTON",65+,None
2055,"BUNKER HILL RD, MCARTHUR",45-64,R
2056,"LOCUST ST, MCARTHUR",45-64,None
2057,"ENGLE DR, MCARTHUR",24-44,None
2058,"W MILL ST, MCARTHUR",24-44,None
2059,"ST RT 683, MCARTHUR",24-44,None
2060,"OLD STATE RD, MCARTHUR",24-44,None
2061,"MORGAN RD, MCARTHUR",24-44,None
2062,"N MCKINNIS AVE, HAMDEN",24-44,None
2063,"US HIGHWAY 50, MCARTHUR",24-44,None
2064,"OLD RT 50, LONDONDERRY",24-44,None
2065,"RANDERSON RD, MCARTHUR",65+,None
2066,"OLD RT 50, LONDONDERRY",24-44,R
2067,"OLD DIXON RD, MCARTHUR",65+,None
2068,"W SOUTH ST, MCARTHUR",65+,R
2069,"PAINE ST, HAMDEN",45-64,R
2070,"DEPUE RD, MCARTHUR",24-44,R
2071,"PAINE ST, HAMDEN",45-64,R
2072,"ST RT 93 N, MCARTHUR",65+,R
2073,"ST RT 93 N, MCARTHUR",65+,D
2074,"ST RT 93 N, MCARTHUR",45-64,R
2075,"N MAIN ST, HAMDEN",65+,None
2076,"N MAIN ST, HAMDEN",65+,None
2077,"TWO MILE RD, NEW PLYMOUTH",65+,None
2078,"THOMPSON ST, MCARTHUR",24-44,None
2079,"WOLF HILL RD, MCARTHUR",65+,R
2080,"CIRCLE DR, MCARTHUR",24-44,R
2081,"WOLF HILL RD, MCARTHUR",24-44,R
2082,"ENGLE DR, MCARTHUR",45-64,None
2083,"WOLF HILL RD, MCARTHUR",24-44,None
2084,"ST RT 160, HAMDEN",0-24,None
2085,"ST RT 671, LONDONDERRY",24-44,None
2086,"THOMPSON ST, MCARTHUR",24-44,None
2087,"PRETTY RUN RD, SOUTH BLOOMINGVILLE",65+,R
2088,"GARRETT RIDGE RD, MCARTHUR",24-44,None
2089,"S MAIN, HAMDEN",65+,D
2090,"ENGLE DR, MCARTHUR",24-44,R
2091,"BLEDSOE RD, RAY",65+,R
2092,"SIVERLY CREEK RD, MCARTHUR",45-64,None
2093,"LOCKER PLANT RD, MCARTHUR",65+,None
2094,"LOCKER PLANT RD, MCARTHUR",65+,None
2095,"MURPHY REMY RD, MCARTHUR",24-44,None
2096,"S SUGAR ST, MCARTHUR",24-44,None
2097,"PUTNAM CHAPEL RD, MCARTHUR",24-44,None
2098,"MORGAN RD, MCARTHUR",0-24,None
2099,"MARTINDILL RD, MCARTHUR",45-64,None
2100,"ST RT 683, MCARTHUR",0-24,None
2101,"US HIGHWAY 50, MCARTHUR",45-64,None
2102,"VINTON STATION RD, MCARTHUR",45-64,None
2103,"ST RT 278, MCARTHUR",45-64,None
2104,"S WALNUT ST, MCARTHUR",24-44,None
2105,"OLD RT 50, LONDONDERRY",24-44,None
2106,"ST RT 93, HAMDEN",24-44,None
2107,"LAKEVIEW RD, HAMDEN",24-44,None
2108,"ST RT 160, HAMDEN",45-64,D
2109,"SIVERLY CREEK RD, MCARTHUR",24-44,None
2110,"WOODGEARD RD, CREOLA",45-64,None
2111,"W MILL ST, MCARTHUR",24-44,None
2112,"FOUT RD, LONDONDERRY",24-44,R
2113,"FLAT RUN RD, MCARTHUR",45-64,None
2114,"SIVERLY CREEK RD, MCARTHUR",24-44,None
2115,"W SOUTH ST, MCARTHUR",24-44,None
2116,"ST RT 327, RAY",45-64,None
2117,"ST RT 124, VINTON",24-44,None
2118,"CRESCENT ST, ZALESKI",65+,None
2119,"MARTINDILL RD, MCARTHUR",0-24,R
2120,"BUNKER HILL RD, MCARTHUR",45-64,None
2121,"BUNKER HILL RD, MCARTHUR",24-44,None
2122,"BUNKER HILL RD, MCARTHUR",24-44,None
2123,"BUNKER HILL RD, MCARTHUR",45-64,None
2124,"BUNKER HILL RD, MCARTHUR",24-44,None
2125,"BUNKER HILL RD, MCARTHUR",45-64,None
2126,"BUNKER HILL RD, MCARTHUR",24-44,None
2127,"ZIMMERMAN RD, ALBANY",24-44,None
2128,"SIVERLY CREEK RD, MCARTHUR",24-44,None
2129,"SIVERLY CREEK RD, MCARTHUR",0-24,None
2130,"MURPHY REMY RD, MCARTHUR",65+,None
2131,"LOCKER PLANT RD, MCARTHUR",45-64,None
2132,"S MARKET ST, MCARTHUR",0-24,None
2133,"MORGAN RD, MCARTHUR",24-44,None
2134,"HARKINS CHAPEL RD, ALBANY",24-44,None
2135,"ST RT 124, VINTON",24-44,D
2136,"CURRY RD, MCARTHUR",45-64,None
2137,"HAWK STATION RD, WELLSTON",24-44,None
2138,"MCARTHUR PARK DR, MCARTHUR",45-64,None
2139,"BROOKS MARTIN RD, MCARTHUR",24-44,D
2140,"US HIGHWAY 50, MCARTHUR",45-64,None
2141,"MURPHY REMY RD, MCARTHUR",65+,None
2142,"OLD RT 50, LONDONDERRY",0-24,R
2143,"INFIRMARY RD, MCARTHUR",45-64,None
2144,"WILKESVILLE ST, HAMDEN",24-44,None
2145,"UNION RIDGE RD, ALBANY",24-44,None
2146,"ST RT 160, HAMDEN",0-24,None
2147,"GARRETT RIDGE RD, MCARTHUR",24-44,None
2148,"ST RT 56, NEW PLYMOUTH",45-64,None
2149,"OLD STATE RD, MCARTHUR",45-64,None
2150,"GOOSECREEK RD, MCARTHUR",45-64,None
2151,"HART RIDGE RD, MCARTHUR",24-44,None
2152,"HART RIDGE RD, MCARTHUR",24-44,None
2153,"LOCKER PLANT RD, MCARTHUR",45-64,None
2154,"US HIGHWAY 50, MCARTHUR",24-44,None
2155,"ST RT 93 S, CREOLA",45-64,None
2156,"ST RT 327, LONDONDERRY",65+,None
2157,"S BROADWAY ST, ZALESKI",65+,None
2158,"GOOSECREEK RD, MCARTHUR",65+,None
2159,"GRAVES RD, LONDONDERRY",45-64,None
2160,"CURRY RD, MCARTHUR",45-64,None
2161,"CARPENTER RD, RAY",65+,None
2162,"MEEKSVILLE RD, MCARTHUR",24-44,None
2163,"OVERVIEW DR, MCARTHUR",45-64,None
2164,"HART RIDGE RD, MCARTHUR",24-44,None
2165,"OLD RT 50, LONDONDERRY",45-64,None
2166,"ST RT 160, HAMDEN",45-64,None
2167,"UNION RIDGE RD, ALBANY",24-44,None
2168,"THOMPSON RD, RAY",24-44,R
2169,"STANTON AVE, HAMDEN",65+,None
2170,"US HIGHWAY 50, MCARTHUR",65+,None
2171,"HARKINS CHAPEL RD, ALBANY",65+,None
2172,"MURPHY RD, MCARTHUR",45-64,None
2173,"S WALNUT ST, MCARTHUR",24-44,None
2174,"DEPUE RD, MCARTHUR",45-64,None
2175,"FAIRVIEW RD, RAY",45-64,None
2176,"E NORTH ST, MCARTHUR",45-64,None
2177,"N MILL ST, WILKESVILLE",45-64,None
2178,"HICKORY ST, ZALESKI",45-64,None
2179,"N MARKET ST, MCARTHUR",24-44,None
2180,"CREEK RD, MCARTHUR",24-44,None
2181,"LOCUST GROVE RD, CREOLA",45-64,None
2182,"ENGLE DR, MCARTHUR",24-44,None
2183,"SIVERLY CREEK RD, MCARTHUR",24-44,None
2184,"KNOX RD, RADCLIFF",24-44,None
2185,"MORGAN RD, MCARTHUR",24-44,None
2186,"SAM RUSSELL RD, HAMDEN",24-44,None
2187,"AIRPORT RD, NEW PLYMOUTH",45-64,None
2188,"US HIGHWAY 50, MCARTHUR",24-44,None
2189,"MURPHY RD, MCARTHUR",24-44,None
2190,"US HIGHWAY 50, MCARTHUR",65+,None
2191,"ZION RD, HAMDEN",24-44,None
2192,"S MILL ST, WILKESVILLE",45-64,None
2193,"LONG RUN RD, ALBANY",65+,None
2194,"N PEARL ST, MCARTHUR",45-64,None
2195,"MORGAN RD, MCARTHUR",24-44,None
2196,"ST RT 327, LONDONDERRY",45-64,R
2197,"ST RT 327, LONDONDERRY",24-44,None
2198,"BUTTERMILK RD, RAY",24-44,None
2199,"N MARKET ST, MCARTHUR",24-44,None
2200,"US HIGHWAY 50, MCARTHUR",45-64,None
2201,"KELLY RD, RAY",45-64,None
2202,"AUTA AVE, HAMDEN",45-64,None
2203,"ST RT 324, HAMDEN",24-44,None
2204,"PUMPKIN RIDGE RD, NEW PLYMOUTH",45-64,None
2205,"ST RT 327, LONDONDERRY",24-44,None
2206,"HAWK STATION RD, VINTON",45-64,None
2207,"ST RT 683, MCARTHUR",24-44,None
2208,"GOOSECREEK RD, MCARTHUR",24-44,None
2209,"DUNCAN SQ, MCARTHUR",45-64,None
2210,"HENDERSON RD, RAY",24-44,None
2211,"NARROWS RD, SOUTH BLOOMINGVILLE",45-64,None
2212,"EAGLE MILLS RD, LONDONDERRY",65+,None
2213,"MURPHY REMY RD, MCARTHUR",45-64,None
2214,"WOLF HILL RD, MCARTHUR",45-64,None
2215,"BUNKER HILL RD, MCARTHUR",45-64,None
2216,"ST RT 93 S, CREOLA",24-44,None
2217,"BLEDSOE RD, RAY",24-44,None
2218,"KELLY RD, RAY",24-44,None
2219,"HEADLEY RD, RAY",24-44,None
2220,"N MILL ST, WILKESVILLE",45-64,None
2221,"STANTON AVE, HAMDEN",45-64,None
2222,"S WALNUT ST, MCARTHUR",24-44,None
2223,"LIVELY RIDGE RD, ALBANY",24-44,None
2224,"MAIN ST, ZALESKI",45-64,None
2225,"ST RT 683, MCARTHUR",24-44,None
2226,"E NORTH ST, MCARTHUR",24-44,None
2227,"ST RT 324, HAMDEN",45-64,None
2228,"S MARKET ST, MCARTHUR",24-44,None
2229,"ZION RD, HAMDEN",24-44,None
2230,"EAST FORK RD, LAURELVILLE",24-44,None
2231,"EAST FORK RD, LAURELVILLE",24-44,None
2232,"ST RT 327, LAURELVILLE",45-64,None
2233,"BORING RD, CREOLA",65+,None
2234,"W MILL ST, MCARTHUR",0-24,None
2235,"MEEKSVILLE RD, MCARTHUR",45-64,None
2236,"ST RT 683, MCARTHUR",24-44,None
2237,"W MILL ST, MCARTHUR",0-24,None
2238,"ZION RD, HAMDEN",0-24,None
2239,"N PEARL ST, MCARTHUR",0-24,None
2240,"W MAIN ST, MCARTHUR",0-24,None
2241,"ST RT 93 N, MCARTHUR",0-24,None
2242,"SIVERLY CREEK RD, MCARTHUR",0-24,None
2243,"W MILL ST, MCARTHUR",0-24,None
2244,"GOOSECREEK RD, MCARTHUR",24-44,None
2245,"FOUT RD, LONDONDERRY",65+,None
2246,"NEWSOM RD, VINTON",0-24,None
2247,"ST RT 160, RADCLIFF",24-44,None
2248,"FRAZEE LN, MCARTHUR",24-44,None
2249,"OLD RT 50, LONDONDERRY",45-64,None
2250,"BEECHGROVE RD, LONDONDERRY",24-44,None
2251,"LOCKER PLANT RD, MCARTHUR",24-44,None
2252,"MCARTHUR PARK DR, MCARTHUR",24-44,None
2253,"DEPUE RD, MCARTHUR",24-44,None
2254,"DEPUE RD, MCARTHUR",24-44,None
2255,"NEWSOM RD, VINTON",24-44,None
2256,"N MAIN ST, HAMDEN",24-44,None
2257,"ROWLAND RD, HAMDEN",45-64,None
2258,"US HIGHWAY 50, MCARTHUR",24-44,None
2259,"ST RT 327, LONDONDERRY",45-64,None
2260,"ST RT 683, MCARTHUR",24-44,None
2261,"US HIGHWAY 50, MCARTHUR",24-44,None
2262,"ST RT 683, MCARTHUR",24-44,None
2263,"OAK ST, MCARTHUR",24-44,None
2264,"W SOUTH ST, MCARTHUR",45-64,None
2265,"N BOUNDARY AVE, MCARTHUR",24-44,None
2266,"US HIGHWAY 50, MCARTHUR",24-44,None
2267,"ST RT 160, VINTON",24-44,None
2268,"E MILL ST, MCARTHUR",45-64,None
2269,"CENTENARY RD, MCARTHUR",45-64,None
2270,"MOUND HILL RD, ALBANY",45-64,None
2271,"GOOSECREEK RD, MCARTHUR",45-64,None
2272,"ST RT 683, MCARTHUR",24-44,None
2273,"ENGLE DR, MCARTHUR",24-44,D
2274,"PONETOWN RD, RAY",24-44,None
2275,"N BOUNDARY AVE, MCARTHUR",45-64,None
2276,"S MAIN, HAMDEN",24-44,None
2277,"ST RT 683, MCARTHUR",0-24,None
2278,"MOUND HILL RD, RADCLIFF",45-64,None
2279,"LAKEVIEW RD, HAMDEN",24-44,None
2280,"ST RT 160, VINTON",24-44,None
2281,"ST RT 327, LONDONDERRY",24-44,None
2282,"MINERTON RD, VINTON",24-44,None
2283,"CHILLICOTHE ST, HAMDEN",45-64,None
2284,"DICKEY RD, RAY",24-44,None
2285,"W MILL ST, MCARTHUR",65+,None
2286,"OLD RT 50, LONDONDERRY",24-44,None
2287,"MCARTHUR PARK DR, MCARTHUR",65+,None
2288,"ST RT 683, MCARTHUR",65+,None
2289,"S MARKET ST, MCARTHUR",45-64,None
2290,"MINERTON RD, VINTON",24-44,None
2291,"ST RT 683, MCARTHUR",65+,None
2292,"ST RT 683, MCARTHUR",0-24,None
2293,"ST RT 160, RADCLIFF",65+,None
2294,"W MILL ST, MCARTHUR",45-64,None
2295,"WOLF HILL RD, MCARTHUR",45-64,None
2296,"MCARTHUR PARK DR, MCARTHUR",24-44,None
2297,"US HIGHWAY 50, MCARTHUR",24-44,None
2298,"KELLY RD, RAY",24-44,None
2299,"MURPHY REMY RD, MCARTHUR",45-64,None
2300,"GOOSECREEK RD, MCARTHUR",24-44,None
2301,"MURPHY REMY RD, MCARTHUR",65+,None
2302,"LOCUST GROVE RD, MCARTHUR",24-44,None
2303,"N MARKET ST, MCARTHUR",24-44,None
2304,"N MARKET ST, MCARTHUR",45-64,None
2305,"N PEARL ST, MCARTHUR",24-44,None
2306,"N PEARL ST, MCARTHUR",0-24,None
2307,"W MAIN ST, MCARTHUR",45-64,None
2308,"W HIGH ST, MCARTHUR",24-44,None
2309,"MOUNT OLIVE RD, MCARTHUR",24-44,None
2310,"ST RT 160, HAMDEN",0-24,None
2311,"MURPHY REMY RD, MCARTHUR",45-64,None
2312,"MURPHY REMY RD, MCARTHUR",24-44,R
2313,"N BROADWAY, ZALESKI",65+,R
2314,"N BROADWAY, ZALESKI",65+,R
2315,"MT ZION RD, MCARTHUR",45-64,R
2316,"MURPHY REMY RD, MCARTHUR",65+,R
2317,"HUSTON RD, RADCLIFF",65+,R
2318,"SIVERLY CREEK RD, MCARTHUR",24-44,R
2319,"EAGLE MILLS RD, LONDONDERRY",65+,R
2320,"ST RT 671, LONDONDERRY",65+,R
2321,"KELLY RD, RAY",65+,R
2322,"BEECHGROVE RD, LONDONDERRY",65+,R
2323,"BEECHGROVE RD, LONDONDERRY",65+,R
2324,"KELLY RD, RAY",65+,R
2325,"CARPENTER RD, RAY",65+,None
2326,"ENGLE DR, MCARTHUR",65+,R
2327,"LAKE RD, MCARTHUR",65+,None
2328,"LAKE RD, MCARTHUR",65+,None
2329,"ENGLE DR, MCARTHUR",65+,R
2330,"E HIGH ST, MCARTHUR",45-64,D
2331,"OLD RT 50, LONDONDERRY",65+,None
2332,"OLD RT 50, LONDONDERRY",65+,None
2333,"CLARY RD, LONDONDERRY",45-64,R
2334,"CLARY RD, LONDONDERRY",45-64,R
2335,"WOLF HILL RD, MCARTHUR",45-64,None
2336,"FRAZEE LN, MCARTHUR",65+,None
2337,"NICHOLS RD, LONDONDERRY",45-64,R
2338,"ST RT 327, LONDONDERRY",65+,R
2339,"BLEDSOE RD, RAY",24-44,None
2340,"BLEDSOE RD, RAY",45-64,R
2341,"TWO MILE RD, NEW PLYMOUTH",65+,R
2342,"FAIR AVE, MCARTHUR",65+,None
2343,"CURRY RD, MCARTHUR",65+,R
2344,"COOPER RD, RADCLIFF",65+,R
2345,"MACEDONIA RD, SOUTH BLOOMINGVILLE",65+,None
2346,"STANLEY RD, NEW MARSHFIELD",45-64,R
2347,"FAIR AVE, MCARTHUR",65+,None
2348,"BOLAR RD, MCARTHUR",45-64,R
2349,"MOUNT OLIVE RD, MCARTHUR",45-64,D
2350,"ST RT 683, MCARTHUR",65+,D
2351,"ST RT 278, MCARTHUR",65+,D
2352,"MOUND HILL RD, ALBANY",65+,None
2353,"GARRETT RIDGE RD, MCARTHUR",65+,R
2354,"FAIR AVE, MCARTHUR",65+,D
2355,"GARRETT RIDGE RD, MCARTHUR",65+,R
2356,"ST RT 56, NEW PLYMOUTH",65+,R
2357,"ST RT 56, NEW PLYMOUTH",65+,R
2358,"ST RT 56, NEW PLYMOUTH",65+,D
2359,"FAIR AVE, MCARTHUR",65+,D
2360,"WALDRON RD, RAY",45-64,None
2361,"OLD RT 50, LONDONDERRY",45-64,D
2362,"E NORTH ST, MCARTHUR",45-64,R
2363,"WALDRON RD, RAY",45-64,None
2364,"FAIRVIEW AVE, MCARTHUR",45-64,R
2365,"OLD RT 50, LONDONDERRY",65+,R
2366,"THOMPSON RD, RAY",45-64,D
2367,"THOMPSON RD, RAY",65+,D
2368,"EAGLE MILLS RD, LONDONDERRY",65+,None
2369,"SIVERLY CREEK RD, MCARTHUR",65+,D
2370,"EAGLE MILLS RD, LONDONDERRY",65+,R
2371,"ALBRIGHT RD, LONDONDERRY",45-64,None
2372,"N BUFFALO ST, HAMDEN",65+,None
2373,"WILSON AVE, HAMDEN",65+,None
2374,"DUNKLE CREEK RD, CREOLA",65+,R
2375,"INFIRMARY RD, MCARTHUR",45-64,R
2376,"N BOUNDARY AVE, MCARTHUR",65+,R
2377,"ST RT 93, HAMDEN",65+,R
2378,"OLD RT 50, LONDONDERRY",65+,R
2379,"CARPENTER RD, RAY",65+,R
2380,"PONETOWN RD, RAY",45-64,None
2381,"ST RT 93, HAMDEN",65+,R
2382,"RONDARAINE LN, MCARTHUR",45-64,R
2383,"OLD RT 50, LONDONDERRY",65+,R
2384,"ST RT 160, RADCLIFF",45-64,R
2385,"ST RT 160, HAMDEN",65+,None
2386,"ST RT 683, MCARTHUR",24-44,None
2387,"W SOUTH ST, MCARTHUR",24-44,D
2388,"CURRY RD, MCARTHUR",45-64,None
2389,"MOUNT OLIVE RD, MCARTHUR",45-64,None
2390,"MOUND HILL RD, ALBANY",45-64,R
2391,"ST RT 327, LONDONDERRY",65+,None
2392,"MURPHY RD, MCARTHUR",45-64,R
2393,"CONREN DR, MCARTHUR",45-64,None
2394,"CONREN DR, MCARTHUR",45-64,None
2395,"EARL AVE, HAMDEN",45-64,R
2396,"W MAIN ST, MCARTHUR",45-64,D
2397,"S MAIN, HAMDEN",65+,D
2398,"S BUFFALO ST, HAMDEN",45-64,R
2399,"DUNKLE CREEK RD, CREOLA",24-44,None
2400,"PONETOWN RD, RAY",24-44,None
2401,"GARRETT RIDGE RD, MCARTHUR",24-44,R
2402,"WILKESVILLE ST, HAMDEN",65+,R
2403,"WILKESVILLE ST, HAMDEN",45-64,R
2404,"ST RT 327, LONDONDERRY",45-64,R
2405,"ST RT 327, LONDONDERRY",45-64,R
2406,"LOCUST GROVE RD, MCARTHUR",45-64,None
2407,"W HIGH ST, MCARTHUR",45-64,R
2408,"US HIGHWAY 50, ALBANY",65+,R
2409,"US HIGHWAY 50, ALBANY",65+,R
2410,"NEWSOM RD, VINTON",65+,D
2411,"UNION RIDGE RD, ALBANY",65+,R
2412,"MADISON AVE, MCARTHUR",45-64,R
2413,"MASH HILL RD, MCARTHUR",65+,None
2414,"MASH HILL RD, MCARTHUR",65+,None
2415,"OLD RT 50, LONDONDERRY",45-64,None
2416,"RADCLIFF ST, RADCLIFF",45-64,None
2417,"DONAHUE RD, VINTON",65+,None
2418,"DONAHUE RD, VINTON",65+,None
2419,"HAWK STATION RD, VINTON",65+,None
2420,"HAWK STATION RD, VINTON",65+,None
2421,"KELLY RD, RAY",45-64,None
2422,"MOUNT OLIVE RD, MCARTHUR",45-64,None
2423,"EAGLE MILLS RD, LONDONDERRY",65+,None
2424,"HART RIDGE RD, MCARTHUR",45-64,None
2425,"S FIRST ST, ZALESKI",65+,D
2426,"ZION RD, HAMDEN",24-44,R
2427,"ST RT 160, HAMDEN",45-64,R
2428,"SIVERLY CREEK RD, MCARTHUR",24-44,None
2429,"ST RT 327, LONDONDERRY",24-44,None
2430,"US HIGHWAY 50, ALBANY",45-64,None
2431,"PUMPKIN RIDGE RD, NEW PLYMOUTH",45-64,None
2432,"MOUNT OLIVE RD, MCARTHUR",24-44,R
2433,"CREOLA RD, CREOLA",65+,R
2434,"CLAYPOOL HOLLOW RD, MCARTHUR",24-44,R
2435,"ST RT 327, RAY",24-44,R
2436,"FAIRVIEW RD, RAY",45-64,R
2437,"ST RT 56, NEW PLYMOUTH",65+,R
2438,"PRATTSVILLE RD, MCARTHUR",24-44,None
2439,"SIVERLY CREEK RD, MCARTHUR",45-64,R
2440,"BUNKER HILL RD, MCARTHUR",45-64,None
2441,"LOCUST GROVE RD, CREOLA",45-64,None
2442,"WOOLWEAVER AVE, HAMDEN",65+,None
2443,"N FIRST ST, ZALESKI",24-44,None
2444,"FRAZEE LN, MCARTHUR",65+,R
2445,"LOCKER PLANT RD, MCARTHUR",45-64,None
2446,"COOPER RD, RADCLIFF",45-64,None
2447,"HART RIDGE RD, MCARTHUR",24-44,None
2448,"W SOUTH ST, MCARTHUR",45-64,None
2449,"ST RT 328, MCARTHUR",45-64,R
2450,"NEWSOM RD, VINTON",45-64,None
2451,"ENGLE DR, MCARTHUR",24-44,None
2452,"W MILL ST, MCARTHUR",24-44,R
2453,"N MCKINNIS AVE, HAMDEN",45-64,R
2454,"HENDERSON RD, RAY",24-44,R
2455,"ENGLE DR, MCARTHUR",24-44,R
2456,"ST RT 93 N, MCARTHUR",65+,R
2457,"BENNER RD, HAMDEN",45-64,None
2458,"PRETTY RUN RD, SOUTH BLOOMINGVILLE",65+,None
2459,"NICHOLS RD, LONDONDERRY",45-64,R
2460,"SIVERLY CREEK RD, MCARTHUR",45-64,R
2461,"ST RT 160, RADCLIFF",24-44,None
2462,"POWDER PLANT RD, MCARTHUR",24-44,D
2463,"MURPHY RD, MCARTHUR",65+,None
2464,"S FIRST ST, ZALESKI",45-64,R
2465,"ST RT 328, MCARTHUR",24-44,None
2466,"CONREN DR, MCARTHUR",45-64,R
2467,"MOUND HILL RD, ALBANY",24-44,None
2468,"CRESCENT ST, ZALESKI",65+,R
2469,"MURPHY RD, MCARTHUR",45-64,None
2470,"BUNKER HILL RD, MCARTHUR",65+,R
2471,"BUNKER HILL RD, MCARTHUR",65+,R
2472,"GORRELL RD, HAMDEN",24-44,R
2473,"N MARKET ST, MCARTHUR",45-64,R
2474,"N BOUNDARY AVE, MCARTHUR",65+,R
2475,"ST RT 56, NEW PLYMOUTH",45-64,R
2476,"UNION RIDGE RD, ALBANY",45-64,R
2477,"LOCUST GROVE RD, MCARTHUR",45-64,None
2478,"ST RT 324, HAMDEN",24-44,None
2479,"CREOLA HUE RD, CREOLA",65+,None
2480,"ST RT 683, MCARTHUR",24-44,None
2481,"ST RT 327, LONDONDERRY",45-64,None
2482,"BROOKS MARTIN RD, MCARTHUR",45-64,R
2483,"SHEETS MCCOY RD, NEW PLYMOUTH",65+,R
2484,"GOOSECREEK RD, MCARTHUR",45-64,R
2485,"US HIGHWAY 50, MCARTHUR",24-44,None
2486,"LOCUST GROVE RD, MCARTHUR",45-64,R
2487,"INFIRMARY RD, MCARTHUR",24-44,R
2488,"INFIRMARY RD, MCARTHUR",45-64,R
2489,"SIVERLY CREEK RD, MCARTHUR",45-64,R
2490,"DUNKLE CREEK RD, CREOLA",24-44,None
2491,"HENDERSON RD, RAY",24-44,None
2492,"CLIPNER RD, LONDONDERRY",45-64,R
2493,"STANLEY RD, NEW MARSHFIELD",24-44,R
2494,"STANLEY RD, NEW MARSHFIELD",45-64,R
2495,"KELLY RD, RAY",0-24,None
2496,"ST RT 93, HAMDEN",0-24,None
2497,"LONG RUN RD, ALBANY",45-64,None
2498,"LONG RUN RD, ALBANY",24-44,None
2499,"LONG RUN RD, ALBANY",24-44,None
2500,"LONG RUN RD, ALBANY",45-64,None
2501,"LONG RUN RD, ALBANY",45-64,None
2502,"LONG RUN RD, ALBANY",65+,None
2503,"LONG RUN RD, ALBANY",24-44,None
2504,"BUNKER HILL RD, MCARTHUR",65+,None
2505,"LONG RUN RD, ALBANY",65+,None
2506,"LONG RUN RD, ALBANY",24-44,None
2507,"LONG RUN RD, ALBANY",24-44,None
2508,"S MAIN, HAMDEN",45-64,R
2509,"PRATTSVILLE RD, MCARTHUR",45-64,R
2510,"MCARTHUR PARK DR, MCARTHUR",65+,D
2511,"BOLAR RD, MCARTHUR",24-44,None
2512,"MARTINDILL RD, MCARTHUR",45-64,R
2513,"THACKER AVE, HAMDEN",24-44,None
2514,"CHILLICOTHE ST, HAMDEN",45-64,None
2515,"DUNKLE CREEK RD, CREOLA",24-44,None
2516,"ST RT 56, NEW PLYMOUTH",45-64,None
2517,"S SUGAR ST, MCARTHUR",24-44,None
2518,"BOLAR RD, MCARTHUR",45-64,None
2519,"MCARTHUR PARK DR, MCARTHUR",45-64,None
2520,"KELLY RD, RAY",45-64,None
2521,"CENTENARY RD, MCARTHUR",45-64,None
2522,"MADISON AVE, MCARTHUR",65+,R
2523,"MADISON AVE, MCARTHUR",65+,R
2524,"MADISON AVE, MCARTHUR",65+,R
2525,"MADISON AVE, MCARTHUR",65+,R
2526,"WOLF HILL RD, MCARTHUR",24-44,R
2527,"US HIGHWAY 50, MCARTHUR",45-64,None
2528,"PONETOWN RD, RAY",24-44,R
2529,"WILKESVILLE ST, HAMDEN",24-44,None
2530,"WILT RD, LONDONDERRY",45-64,None
2531,"S MARKET ST, MCARTHUR",0-24,None
2532,"US HIGHWAY 50, MCARTHUR",24-44,R
2533,"ENGLE DR, MCARTHUR",45-64,D
2534,"S MARKET ST, MCARTHUR",24-44,None
2535,"MEEKSVILLE RD, MCARTHUR",45-64,R
2536,"PONETOWN RD, RAY",24-44,None
2537,"LAKEVIEW RD, HAMDEN",24-44,R
2538,"N MARKET ST, MCARTHUR",45-64,R
2539,"US HIGHWAY 50, MCARTHUR",45-64,None
2540,"N WALNUT ST, MCARTHUR",24-44,None
2541,"RADCLIFF RD, RADCLIFF",45-64,None
2542,"ENGLE DR, MCARTHUR",65+,D
2543,"ENGLE DR, MCARTHUR",24-44,None
2544,"WOLF HILL RD, MCARTHUR",24-44,None
2545,"N BOUNDARY AVE, MCARTHUR",45-64,D
2546,"W HIGH ST, MCARTHUR",45-64,R
2547,"LIVELY RIDGE RD, ALBANY",45-64,None
2548,"LIVELY RIDGE RD, ALBANY",45-64,None
2549,"SAM RUSSELL RD, HAMDEN",45-64,None
2550,"US HIGHWAY 50, MCARTHUR",45-64,None
